,Fuel_Type,Body_Type,Gears,Seating_Capacity,Ventilation_System,Airbags,Navigation_System,Model_Name,Mileage,Fuel_Capacity,Price
435,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Altroz,25.0,37.0,699000
440,Diesel,SUV,5,9.0,None,None,None,Icml Extreme,11.12,50.0,642478
441,Diesel,SUV,5,9.0,None,None,None,Icml Extreme,11.12,50.0,589678
442,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,689761
443,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,788177
444,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,2650777
445,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,628072
446,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,900967
447,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,1465148
448,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,552890
449,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,927689
450,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Icml Extreme,11.12,50.0,835275
451,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Tigor,23.0,35.0,575000
452,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tigor,23.0,35.0,610000
453,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tigor,23.0,35.0,650000
454,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tigor,23.0,35.0,699000
455,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tigor,23.0,35.0,660000
456,Petrol,Sedan,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Tata Tigor,23.0,35.0,749000
457,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Tata Zest,17.6,44.0,582287
458,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Tata Zest,23.0,44.0,702946
459,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Tata Zest,17.6,44.0,653926
460,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Zest,17.6,44.0,672641
461,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Zest,17.6,44.0,732475
462,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Tata Zest,23.0,44.0,767317
463,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Zest,20.65,44.0,793898
464,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Zest,23.0,44.0,855362
465,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Tata Zest,23.0,44.0,836320
466,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Zest,23.0,44.0,989000
467,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Zest,20.65,44.0,788797
468,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Honda Amaze,19.0,35.0,763000
469,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,27.4,35.0,705000
470,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Honda Amaze,19.5,35.0,593000
471,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,23.8,35.0,865000
472,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,19.0,35.0,823000
473,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,23.8,35.0,925000
474,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,27.4,35.0,785000
475,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,27.4,35.0,893000
476,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,27.4,35.0,845000
477,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,19.5,35.0,781000
478,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,19.5,35.0,733000
479,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Amaze,19.5,35.0,673000
480,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,27.4,35.0,906000
481,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,19.5,35.0,794000
482,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,27.4,35.0,966000
483,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,19.5,35.0,864000
484,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,27.4,35.0,979300
485,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,19.5,35.0,877300
486,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,27.4,35.0,906300
487,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Amaze,19.5,35.0,794300
488,Petrol,SUV,5,8.0,None,None,None,Maruti Suzuki Gypsy,11.9,40.0,637343
489,Petrol,SUV,5,8.0,None,None,None,Maruti Suzuki Gypsy,11.9,40.0,622730
490,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,17.52,45.0,655000
491,Petrol,SUV,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,18.27,45.0,826000
493,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,18.27,45.0,959000
494,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,18.27,45.0,974000
495,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Hyundai Venue,18.27,45.0,1065000
496,Petrol,SUV,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Venue,18.15,45.0,940000
497,Petrol,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,18.15,45.0,1115500
498,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,17.52,45.0,725000
502,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Venue,23.7,45.0,1089000
527,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Fiat Linea,15.7,45.0,715860
528,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Fiat Linea,20.4,45.0,862175
529,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Fiat Linea,20.4,45.0,932025
530,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Fiat Linea,20.4,45.0,991434
531,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Fiat Linea,15.7,45.0,997763
532,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero Power Plus,16.5,60.0,886398
533,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero Power Plus,16.5,60.0,851302
534,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero Power Plus,16.5,60.0,785656
535,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Mahindra Bolero Power Plus,16.5,60.0,749192
536,Diesel,SUV,5,7.0,Air Conditioning with cooling only,None,None,Mahindra Bolero Power Plus,15.96,60.0,859497
537,Diesel,SUV,5,9.0,None,None,None,Mahindra Bolero Power Plus,15.96,60.0,819117
538,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Vitara Brezza,24.3,48.0,762742
539,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,814742
540,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,892243
541,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,987743
542,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,1003552
543,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,1037742
544,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,864742
545,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,942243
546,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Vitara Brezza,24.3,48.0,1059742
547,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai I20 Active,17.19,40.0,774035
548,Petrol,Hatchback,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Hyundai I20 Active,17.19,40.0,858536
549,Petrol,Hatchback,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Hyundai I20 Active,17.19,40.0,882298
550,Diesel,Hatchback,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Hyundai I20 Active,21.19,40.0,993393
551,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Ford Ecosport,17.0,52.0,791000
552,Petrol,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Ford Ecosport,17.0,52.0,871000
553,Petrol,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Ford Ecosport,17.0,52.0,950000
554,Petrol,SUV,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ford Ecosport,14.8,52.0,1130000
555,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Ford Ecosport,23.0,52.0,841000
556,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Ford Ecosport,23.0,52.0,921000
557,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Ford Ecosport,23.0,52.0,999900
558,Diesel,SUV,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ford Ecosport,23.0,52.0,1090000
559,Petrol,SUV,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ford Ecosport,23.0,52.0,999900
560,Diesel,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Ford Ecosport,23.0,52.0,1145000
561,Petrol,SUV,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ford Ecosport,23.0,52.0,999900
562,Diesel,SUV,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ford Ecosport,23.0,52.0,1090000
563,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,13.87,50.0,799990
564,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,13.87,50.0,919990
565,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Duster,13.87,50.0,999990
566,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,19.6,50.0,929990
567,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,19.6,50.0,999990
568,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,19.6,50.0,1119990
569,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Duster,19.6,50.0,1209990
570,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Duster,19.6,50.0,1249990
571,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Duster,19.6,50.0,1249990
572,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,17.7,45.0,999900
573,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,23.9,45.0,1172544
574,Diesel,Sedan,4,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Hyundai Verna,23.5,45.0,1301881
575,Petrol,Sedan,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Hyundai Verna,17.7,45.0,1172999
576,Diesel,Sedan,4,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,17.1,45.0,1328545
577,Petrol,Sedan,4,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",None,Hyundai Verna,17.7,45.0,1287999
578,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,19.1,45.0,933182
579,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,19.1,45.0,817867
580,Petrol,Sedan,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Hyundai Verna,17.7,45.0,1178894
581,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",None,Hyundai Verna,17.7,45.0,1162875
582,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Verna,17.1,45.0,1407871
585,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Xuv300,17.0,42.0,830127
586,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Xuv300,17.0,42.0,915128
587,Petrol,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv300,17.0,42.0,1060129
588,Petrol,SUV,6,5.0,2 Zone Climate Control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Mahindra Xuv300,17.0,42.0,1184129
589,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Xuv300,20.0,42.0,869131
590,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,950131
591,Diesel,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,1095129
592,Diesel,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,1214130
593,Diesel,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,1149800
594,Diesel,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,1269131
595,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",Yes,Mahindra Xuv300,20.0,42.0,999000
596,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,None,None,Renault Lodgy,21.04,50.0,863299
597,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,None,None,Renault Lodgy,21.04,50.0,964199
599,Diesel,MUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Lodgy,19.98,50.0,1211599
600,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Renault Lodgy,21.04,50.0,1053899
601,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Lodgy,21.04,50.0,1130099
602,Diesel,MUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Renault Lodgy,21.04,50.0,964199
603,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,16.09,55.0,876500
604,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,16.09,55.0,999900
605,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,16.09,55.0,999900
606,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,18.19,55.0,1197500
607,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,18.19,55.0,1449500
608,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,20.64,55.0,958500
609,Diesel,Sedan,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",None,Volkswagen Vento,20.64,55.0,999900
610,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,20.64,55.0,1210500
611,Diesel,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,21.5,55.0,1336500
612,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,20.64,55.0,1317500
613,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,19.91,45.0,1449500
614,Petrol,Hatchback,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Volkswagen Vento,17.21,45.0,1317500
620,Petrol,SUV,7,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,15.4,42.0,952900
621,Petrol,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,15.4,42.0,1052900
622,Petrol,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,15.4,42.0,1167900
623,Petrol,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Brv,15.4,42.0,1271900
624,Petrol,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,16.0,42.0,1285900
625,Diesel,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,21.9,42.0,1187900
626,Diesel,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Brv,21.9,42.0,1273900
627,Diesel,SUV,7,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Brv,21.9,42.0,1382900
628,Diesel,SUV,5,6.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Thar,13.0,60.0,959860
629,Diesel,SUV,5,6.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Thar,13.0,60.0,999148
630,Diesel,SUV,5,6.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Thar,13.0,60.0,974860
631,Diesel,SUV,6,7.0,None,None,None,Force Gurkha,17.0,63.0,999000
632,Diesel,SUV,6,5.0,None,None,None,Force Gurkha,17.0,63.0,1075000
635,Diesel,SUV,6,7.0,None,None,None,Force Gurkha,17.0,63.0,975000
636,Diesel,SUV,6,5.0,None,None,None,Force Gurkha,17.0,63.0,1225000
637,Petrol,MPV,5,6.0,Fully automatic climate control,Driver frontal airbag,None,Maruti Suzuki Xl6,19.01,45.0,984689
638,Petrol,MPV,5,6.0,Fully automatic climate control,Driver frontal airbag,None,Maruti Suzuki Xl6,19.01,45.0,1041189
639,Petrol,MPV,5,6.0,Fully automatic climate control,Driver frontal airbag,None,Maruti Suzuki Xl6,17.01,45.0,1094689
640,Petrol,MPV,5,6.0,Fully automatic climate control,Driver frontal airbag,None,Maruti Suzuki Xl6,17.01,45.0,1151189
642,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300 Plus,18.49,60.0,992748
643,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300 Plus,18.49,60.0,1029650
644,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300 Plus,18.49,60.0,1142157
645,Diesel,MPV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Marazzo,17.3,45.0,999900
646,Diesel,MPV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Marazzo,17.3,45.0,1156471
647,Diesel,MPV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Marazzo,17.3,45.0,1308592
648,Diesel,MPV,6,7.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Mahindra Marazzo,17.3,45.0,1468440
649,Diesel,MPV,6,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Marazzo,17.3,45.0,999900
650,Diesel,MPV,6,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Marazzo,17.3,45.0,1164569
651,Diesel,MPV,6,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Marazzo,17.3,45.0,1316690
652,Diesel,MPV,6,8.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Mahindra Marazzo,17.3,45.0,1476538
653,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Scorpio,15.4,60.0,999994
654,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Scorpio,10.22,80.0,1236258
655,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Scorpio,13.5,80.0,1123158
656,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Scorpio,15.4,60.0,1220030
657,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Scorpio,15.4,60.0,1330006
658,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Scorpio,15.4,60.0,1360668
659,Diesel,SUV,5,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Scorpio,15.4,60.0,1540081
660,Diesel,SUV,5,9.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Scorpio,15.4,60.0,1663054
661,Diesel,SUV,6,9.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Scorpio,15.4,60.0,1423710
662,Diesel,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Monte Carlo,21.72,55.0,1425599
663,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Monte Carlo,14.84,55.0,1269599
