,Fuel_Type,Body_Type,Gears,Seating_Capacity,Ventilation_System,Airbags,Navigation_System,Model_Name,Mileage,Fuel_Capacity,Price
873,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Ferrari 488 Gtb,5.5,78.0,39319552
874,Petrol,Coupe,7,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ferrari Gtc4 Lusso,5.5,91.0,42000000
875,Petrol,Coupe,7,4.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Ferrari Gtc4 Lusso,5.5,91.0,52000000
876,Petrol,Convertible,7,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Lamborghini Aventador,5.0,90.0,47893943
877,Petrol,Convertible,7,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Lamborghini Aventador,8.8,90.0,53210327
878,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver frontal airbag",Yes,Lamborghini Aventador,5.0,90.0,47467700
881,Petrol,MPV,4,5.0,None,None,None,Maruti Suzuki Omni,16.8,35.0,282778
882,Petrol,MPV,4,8.0,None,None,None,Maruti Suzuki Omni,16.8,36.0,284485
892,Petrol,Hatchback,5,5.0,Air Conditioning with cooling only,None,None,Fiat Punto Evo Pure,15.0,45.0,482330
893,Diesel,Hatchback,5,5.0,Air Conditioning with cooling only,Driver frontal airbag,None,Fiat Punto Evo Pure,20.0,45.0,575947
894,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Ford Figo,20.4,42.0,523000
895,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Ford Figo,25.5,40.0,623000
896,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Ford Figo,20.4,42.0,599900
897,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Ford Figo,25.5,40.0,699900
898,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Ford Figo,20.4,42.0,664900
899,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Yes,Ford Figo,25.5,40.0,764900
900,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,27.39,37.0,746621
901,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Baleno,27.39,37.0,868221
902,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,27.39,37.0,668611
903,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,27.39,37.0,807921
904,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Baleno,21.4,37.0,758212
905,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Baleno,21.4,37.0,890212
906,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.4,37.0,636612
907,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.04,37.0,768612
908,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.4,37.0,558602
909,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.4,37.0,697912
910,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.4,37.0,733412
911,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.4,37.0,789912
912,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Baleno,21.04,37.0,829912
913,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Hyundai Grand I10,18.9,43.0,586428
914,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Grand I10,19.77,43.0,620637
915,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10,17.49,43.0,652328
916,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Grand I10,17.49,43.0,705538
917,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Grand I10,19.77,43.0,640537
918,CNG,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10,18.9,43.0,653452
919,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Fiat Linea Classic,19.5,45.0,751203
920,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Fiat Linea Classic,14.9,45.0,646336
921,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Fiat Linea Classic,19.5,45.0,808558
922,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Nissan Sunny,16.95,41.0,707025
923,Petrol,Sedan,5,5.0,Fully automatic climate control,Driver frontal airbag,None,Nissan Sunny,16.95,41.0,836461
924,Diesel,Sedan,5,5.0,Fully automatic climate control,Driver frontal airbag,None,Nissan Sunny,22.71,41.0,912534
925,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Sunny,22.71,41.0,993997
926,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Nissan Sunny,22.71,41.0,860997
927,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Sunny,17.97,41.0,993997
928,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Sunny,22.71,41.0,877285
929,Petrol,MPV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ertiga,19.34,45.0,759000
930,Petrol,MPV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ertiga,19.34,45.0,917000
931,Petrol,MUV,4,7.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Maruti Suzuki Ertiga,18.69,45.0,936000
932,Petrol,MUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ertiga,19.34,45.0,971000
933,Petrol,MUV,5,7.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Maruti Suzuki Ertiga,19.34,45.0,834000
934,Petrol,MPV,4,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ertiga,18.69,45.0,1013000
935,Diesel,MPV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ertiga,24.2,45.0,986689
936,Diesel,MPV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ertiga,24.2,45.0,1069689
937,Diesel,MPV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ertiga,24.2,45.0,1120689
938,CNG + Petrol,MUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ertiga,19.34,45.0,887689
939,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Baleno Rs,21.4,37.0,788913
940,Diesel,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Wr-V,25.5,40.0,1035000
941,Petrol,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Wr-V,17.5,40.0,925000
942,Diesel,SUV,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Wr-V,25.5,40.0,925000
943,Petrol,SUV,7,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",None,Honda Wr-V,17.5,40.0,815000
944,Diesel,SUV,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Honda Wr-V,25.5,40.0,916050
945,Petrol,SUV,7,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",None,Honda Wr-V,17.5,40.0,808050
946,Diesel,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Wr-V,25.5,40.0,1048050
947,Petrol,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Wr-V,17.5,40.0,935050
948,Diesel,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Honda Wr-V,25.5,40.0,995000
949,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Tuv300,18.49,60.0,854328
950,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Tuv300,18.49,60.0,914328
951,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Tuv300,18.49,60.0,976592
952,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300,18.49,60.0,999614
953,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300,18.49,60.0,1031943
954,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300,18.49,60.0,1022930
955,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Tuv300,18.49,60.0,1055259
956,Diesel,Crossover,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki S-Cross,23.65,48.0,880689
957,Diesel,Crossover,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki S-Cross,23.65,48.0,992689
958,Diesel,Crossover,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki S-Cross,23.65,48.0,1043689
959,Diesel,Crossover,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki S-Cross,23.65,48.0,1143689
960,Petrol,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Captur,13.86,50.0,949999
961,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Captur,20.37,50.0,1049999
962,Diesel,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Renault Captur,20.37,50.0,1299999
963,Petrol,SUV,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Renault Captur,13.86,50.0,1199999
964,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Xylo,13.9,55.0,963037
965,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Xylo,13.9,55.0,1004487
966,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Xylo,14.02,55.0,1031951
967,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Xylo,14.02,55.0,1066139
968,Diesel,SUV,5,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Xylo,14.02,55.0,1228335
969,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Kia Seltos,16.8,60.0,989000
970,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Kia Seltos,16.8,60.0,1029000
971,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Kia Seltos,16.8,60.0,1149000
972,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Kia Seltos,16.8,60.0,1309000
973,Petrol,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Kia Seltos,16.8,60.0,1409000
974,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Kia Seltos,20.0,60.0,1034000
975,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Kia Seltos,20.0,60.0,1154000
976,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Kia Seltos,20.0,60.0,1254000
977,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Kia Seltos,20.0,60.0,1354000
978,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Kia Seltos,20.0,60.0,1534000
979,Diesel,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Kia Seltos,20.0,60.0,1634000
980,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Kia Seltos,16.1,50.0,1379000
981,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Kia Seltos,16.1,50.0,1529000
982,Petrol,SUV,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Kia Seltos,16.5,50.0,1629000
983,Petrol,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Kia Seltos,16.1,50.0,1629000
984,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Kia Seltos,20.0,60.0,1414000
985,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Terrano,20.45,50.0,999900
986,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Nissan Terrano,19.01,50.0,1464900
987,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Terrano,13.24,50.0,999900
988,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Terrano,20.45,50.0,1235700
989,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Terrano,19.01,50.0,1419900
990,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Nissan Terrano,20.45,50.0,1235700
991,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Tata Safari Storme,14.0,63.0,1109005
992,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Tata Safari Storme,14.0,63.0,1335158
993,Diesel,SUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Safari Storme,14.1,63.0,1479574
994,Diesel,SUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Safari Storme,14.1,63.0,1643829
1009,Petrol,Sedan,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",None,Hyundai Elantra,14.6,50.0,1589000
1010,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Yes,Hyundai Elantra,14.6,50.0,1849000
1011,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Hyundai Elantra,14.6,50.0,1949000
1012,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Hyundai Elantra,14.6,50.0,2039000
1013,Diesel,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Tucson,18.42,62.0,2079717
1014,Petrol,SUV,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Tucson,13.03,62.0,1876656
1015,Diesel,SUV,5,5.0,2 Zone Climate Control,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Hyundai Tucson,16.38,62.0,2364354
1016,Petrol,SUV,5,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Hyundai Tucson,12.95,62.0,2187384
1017,Diesel,SUV,5,5.0,2 Zone Climate Control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Hyundai Tucson,16.38,62.0,2697417
1018,Petrol,SUV,5,5.0,2 Zone Climate Control,"Front passenger side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Hyundai Tucson,12.95,62.0,2373522
1019,Petrol,SUV,5,5.0,2 Zone Climate Control,"Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags, Driver frontal airbag",Yes,Hyundai Tucson,12.95,62.0,2246749
1020,Diesel,SUV,5,5.0,2 Zone Climate Control,"Front passenger side airbag, Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Tucson,16.38,62.0,2423720
1021,Diesel,Sedan,7,5.0,3 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",None,Volkswagen Passat,17.42,55.0,3021500
1022,Diesel,Sedan,7,5.0,3 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",None,Volkswagen Passat,17.42,66.0,3321500
1023,Diesel,Sedan,7,5.0,3 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",None,Volkswagen Passat,17.42,55.0,2599000
1024,Diesel,Sedan,7,5.0,3 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",None,Volkswagen Passat,17.42,66.0,2899000
1027,Diesel,Hatchback,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Volvo V40 Cross Country,16.8,60.0,3283000
1028,Petrol,Hatchback,6,5.0,2 Zone Climate Control,"Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Volvo V40 Cross Country,16.0,50.0,2962000
1029,Petrol,Hatchback,8,5.0,2 Zone Climate Control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mini Countryman,14.41,47.0,3490000
1030,Diesel,Hatchback,8,5.0,2 Zone Climate Control,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Driver frontal airbag",Yes,Mini Countryman,19.19,47.0,3740000
1031,Petrol,Hatchback,8,5.0,2 Zone Climate Control,"Front passenger side airbag, Drive side airbag, Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Mini Countryman,14.41,47.0,4140000
1032,Petrol,Hatchback,8,5.0,2 Zone Climate Control,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Mini Countryman,14.41,47.0,4240000
1039,Hybrid,Sedan,5,5.0,Fully automatic climate control,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Toyota Prius,23.9,43.0,4509000
1045,Diesel,SUV,8,5.0,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Volvo V90 Cross Country,17.2,60.0,6531000
1046,Diesel,Convertible,7,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",Yes,Audi A5 Cabriolet,17.2,58.0,6948200
1050,Petrol,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Bmw X7,13.38,80.0,10490000
1051,Diesel,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Bmw X7,13.38,80.0,10250000
1052,Petrol,Coupe,7,4.0,2 Zone Climate Control,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags",Yes,Bmw M4,10.75,60.0,13590000
1053,Petrol,Coupe,8,4.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags",Yes,Porsche 911,8.9,64.0,17420000
1054,Petrol,Convertible,8,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag",Yes,Porsche 911,9.1,64.0,18844000
1055,Petrol,Coupe,6,4.0,Fully automatic climate control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Nissan Gtr,9.0,74.0,21240272
1056,Petrol,Coupe,8,2.0,"Fully automatic climate control, 2 Zone Climate Control","Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Aston Martin Vantage,8.0,73.0,29500000
1057,Petrol,Sedan,8,4.0,Fully automatic climate control,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag",Yes,Aston Martin Rapide,12.9,90.5,38845823
1058,Petrol,Coupe,7,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Ferrari 812 Superfast,14.9,92.0,52000000
1059,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,None,None,Maruti Suzuki Alto 800 Tour,23.7,35.0,354235
1060,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki Alto 800 Tour,24.7,35.0,356559
1061,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,675090
1062,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,504990
1063,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,589610
1064,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,642610
1065,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,643350
1066,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,703350
1067,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,673350
1068,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Grand I10 Nios,20.7,37.0,718950
1069,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Grand I10 Nios,20.7,37.0,790350
1070,Diesel,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Grand I10 Nios,20.7,37.0,804450
1071,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Xcent,20.14,43.0,643769
1072,Petrol,Sedan,4,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Xcent,17.36,43.0,733734
1073,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Xcent,20.14,43.0,705546
1077,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Xcent,25.4,43.0,798558
